smiles,Caco2Papp,scaffold
Cc1nnc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cn12,1.0930713063760635,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc8740>
Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cn2ncnc12,1.3830969299490945,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc8890>
Cc1ncc2cc(-c3ccc(OCCN4CCCCC4)cc3)ccn12,0.7520484478194386,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc8900>
c1cc(-c2ccn3nncc3c2)ccc1OCCN1CCCCC1,1.3293978793610428,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc8970>
c1cc2cc(-c3ccc(OCCN4CCCCC4)cc3)ccn2n1,1.0849335749367162,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc89e0>
c1cc(-c2ccc3cncn3c2)ccc1OCCN1CCCCC1,0.6998377258672457,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc8ac0>
c1ccn2cc(-c3ccc(OCCN4CCCCC4)cc3)nc2c1,1.015778756389041,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc8b30>
c1cc(-c2ccc3[nH]ncc3n2)ccc1OCCN1CCCCC1,1.320354032817672,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc8c10>
Cn1ccc2c3ccc(OCCN4CCCCC4)cc3n(C)c2c1=O,1.1598678470925667,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc8c80>
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1Cl,0.3424226808222063,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc8cf0>
Cc1c(OCCN2CCCCC2)ccc(-c2cc(C)c3ccncc3c2)c1N,1.064083435963596,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc8d60>
Cc1c(OCCN2CCOCC2)ccc(-c2ccc3ccncc3c2)c1N,1.3898745583909855,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc8dd0>
Cc1c(OCCN2CCCCC2)ccc(-c2cc(C)c3ccncc3n2)c1N,1.0051805125037805,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc8eb0>
N#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,1.4242280706959798,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc8f20>
N#Cc1c[nH]c2ncc(-c3ccc(OCCN4CCCCC4)cc3)cc12,1.1705550585212086,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc8f90>
Cc1nnc(-c2ccc3c(c2)cc(C(=O)Nc2ccc(S(=O)(=O)N4CCOCC4)cc2)n3C)s1,-0.1135092748275181,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9000>
Cc1nnc(-c2ccc3c(c2)cc(C(=O)Nc2ccc4ncccc4c2)n3C)s1,-0.1549019599857432,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9070>
CN(C)c1nccc2c1c1cc(OCCN3CCCCC3)ccc1n2C,0.1303337684950061,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9150>
CN1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,1.0806264869218056,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9230>
Cn1ccc2c([nH]c3cc(OCCCN4CCCCC4)ccc32)c1=O,1.1482940974347458,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc92a0>
CSc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C,-0.1366771398795441,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9310>
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1F,0.658964842664435,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9380>
Cc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C#N,0.8155777483242672,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9460>
Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)s1,0.5490032620257879,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc94d0>
Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)s1,0.658964842664435,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9540>
Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3nnc(C4CC4)s3)ccc21,-1.0457574905606752,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc95b0>
COc1nccc2c1[nH]c1cc(OCCN3CCCCC3)ncc12,1.1293675957229856,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9690>
Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)c(F)cc32)c1=O,1.1126050015345743,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9700>
Cn1ccc2c([nH]c3cc(OCCN4CCNCC4)ccc32)c1=O,0.0969100130080564,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9770>
Cn1ccc2c([nH]c3cc(OCCN4CCOCC4)ccc32)c1=O,1.2092468487533738,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc97e0>
Cn1ccc2c([nH]c3c(CCCN4CCCCC4)cccc32)c1=O,1.2938043599193367,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9850>
Cn1ccc2c3cccc(CCN4CCCCC4)c3n(C)c2c1=O,1.2995072987004876,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc98c0>
Cn1cnc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,1.1251558295805302,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9930>
Clc1nc(NCc2ccncc2)c2cc[nH]c2n1,1.1571544399062814,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc99a0>
Cc1c(N)c(-c2ccc(OC[C@H](C)N3CCC3)cc2)cc2cnccc12,0.4800069429571506,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9a10>
Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)nc2cnccc12,1.0923696996291206,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9af0>
Cc1c(N)c(-c2ccc(OCCN3CCCCC3)c(F)c2)cc2cnccc12,0.1931245983544616,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9bd0>
Cn1ncc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,1.168202746842631,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9c40>
CN(CCN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.095169351431755,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9d20>
Cn1cc(F)c2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,1.2271150825891253,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9d90>
Cn1c2ccc(OCCN3CCCCC3)cc2c2c(C(N)=O)nccc21,1.0707764628434346,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9e00>
Cn1ccc2c([nH]c3cc(OCCN4CC5CC5C4)ccc32)c1=O,1.1189257528257768,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9e70>
COC1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,1.1559430179718369,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9ee0>
Cn1ccc2c([nH]c3cc(OCC[C@H]4CCCCN4)ccc32)c1=O,0.6683859166900001,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9f50>
Cn1ccc2c([nH]c3cc(OCC[C@@H]4CCCCN4)ccc32)c1=O,0.7363965022766424,<rdkit.Chem.rdchem.Mol object at 0x7fb386cc9fc0>
CCn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,1.17260293120986,<rdkit.Chem.rdchem.Mol object at 0x7fb386cca030>
O=c1c2[nH]c3cc(Cl)ncc3c2ccn1CCCn1ccnc1,0.2810333672477275,<rdkit.Chem.rdchem.Mol object at 0x7fb386cca0a0>
CSc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C#N,0.5877109650189114,<rdkit.Chem.rdchem.Mol object at 0x7fb386cca180>
N#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,1.1516762308470478,<rdkit.Chem.rdchem.Mol object at 0x7fb386cca1f0>
Cn1cnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)c1,0.6148972160331346,<rdkit.Chem.rdchem.Mol object at 0x7fb386cca260>
Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cccnc3)ccc21,0.220108088040055,<rdkit.Chem.rdchem.Mol object at 0x7fb386cca340>
Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cncnc3)ccc21,0.761927838420529,<rdkit.Chem.rdchem.Mol object at 0x7fb386cca3b0>
Cc1nnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5Cl)CC4)nn(C)c3c2)s1,0.3654879848908996,<rdkit.Chem.rdchem.Mol object at 0x7fb386cca490>
Cc1nnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5)CC4)nn(C)c3c2)s1,0.9947569445876282,<rdkit.Chem.rdchem.Mol object at 0x7fb386cca500>
O=c1[nH]ccc2c1[nH]c1cc(OCCN3CCCCC3)ncc12,0.041392685158225,<rdkit.Chem.rdchem.Mol object at 0x7fb386cca5e0>
COc1nccc2c3ccc(OCCN4CCCCC4)cc3n(C)c12,0.9095560292411752,<rdkit.Chem.rdchem.Mol object at 0x7fb386cca6c0>
Cn1ccc2c([nH]c3cc(CCCN4CCCCC4)ccc32)c1=O,1.1720188094245565,<rdkit.Chem.rdchem.Mol object at 0x7fb386cca730>
Cn1ccc2c([nH]c3cc(NC(=O)CN4CCCCC4)ccc32)c1=O,1.1992064791616577,<rdkit.Chem.rdchem.Mol object at 0x7fb386cca7a0>
CN(C(=O)CN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,0.8122446968003693,<rdkit.Chem.rdchem.Mol object at 0x7fb386cca810>
Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CCCCC4)ccc3c12,1.048053173115609,<rdkit.Chem.rdchem.Mol object at 0x7fb386cca880>
Cn1ccc2c([nH]c3cc(OCCCCN4CCCCC4)ccc32)c1=O,1.077731179652392,<rdkit.Chem.rdchem.Mol object at 0x7fb386cca960>
Cn1ccc2c([nH]c3cc(OCC[C@H]4CCCNC4)ccc32)c1=O,0.4548448600085102,<rdkit.Chem.rdchem.Mol object at 0x7fb386cca9d0>
Cn1ccc2c([nH]c3cc(OCC[C@@H]4CCCNC4)ccc32)c1=O,0.469822015978163,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccaa40>
CN1CCCC[C@@H]1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.162862993321926,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccaab0>
O=c1c2[nH]c3cc(OCCN4CCCCC4)ccc3c2ccn1CC1CC1,1.0128372247051722,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccab90>
Cn1ccc2c([nH]c3c(CCN4CCCC(F)(F)C4)cccc32)c1=O,1.2940250940953226,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccac00>
Cn1ccc2c([nH]c3c(CCN4CCC(F)(F)CC4)cccc32)c1=O,1.218535505216528,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccac70>
Cn1ccc2c([nH]c3cc(OCCO)ccc32)c1=O,1.3697722885969628,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccad50>
CN(Cc1nc2ccc(CO)cc2n1C)C(=O)c1cn(C)c2ccccc12,1.0362295440862943,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccae30>
CN(Cc1nc2cc(CO)ccc2n1C)C(=O)c1cn(C)c2ncccc12,0.7860412102425542,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccaea0>
CC(=O)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,1.0021660617565078,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccaf80>
CC1CCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)CC1,1.4888326343824003,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccb060>
Cn1ccc2c([nH]c3cc(OCCn4ccnc4)ccc32)c1=O,0.989894563718773,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccb0d0>
Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2F)cc2cnccc12,0.8020892578817327,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccb220>
Cc1c(N)c(-c2ccc(OCCN3CCOCC3)cc2F)cc2cnccc12,0.8864907251724818,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccb290>
Cc1cc(-c2cc3cnccc3c(C)c2N)ccc1OCCN1CCCCC1,-0.3467874862246563,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccb300>
Cc1ncnc(-c2ccc(OCCN3CCCCC3)cc2)c1N,1.4197905861063629,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccb370>
CCNCCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,0.5843312243675308,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccb3e0>
Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-n3ccnc3)ccc21,0.3031960574204888,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccb4c0>
Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)o1,-0.1307682802690238,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccb5a0>
Cc1cnn(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)c1,-0.3665315444204134,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccb610>
Cc1nnc(-c2ccc3c(c2)cc(C(=O)N2CCC(Nc4ccncc4)CC2)n3C)s1,0.0606978403536116,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccb680>
Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5Cl)CC4)[nH]c3c2)s1,0.5514499979728752,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccb6f0>
Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)s1,0.930949031167523,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccb760>
Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5Cl)CC4)cc3c2)s1,0.8312296938670634,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccb7d0>
Cc1nnc(-c2ccn3nc(C(=O)N4CCC(Oc5cncc(Cl)c5)CC4)cc3c2)s1,1.2631624649622166,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccb840>
Cc1nnc(-c2ccn3ncc(C(=O)NC4CCN(c5ccncc5)CC4)c3c2)s1,-0.7695510786217261,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccb8b0>
Cc1nnc(-c2ccn3ncc(C(=O)NC4CCN(c5ccncc5Cl)CC4)c3c2)s1,0.9299295600845878,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccb920>
Cc1nnc(-c2ccc3c(cc(C(=O)NC4CCN(c5ccncc5Cl)CC4)n3C)n2)s1,0.8744818176994665,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccb990>
Cn1ccc2c([nH]c3cc(NC(=O)CCN4CCCCC4)ccc32)c1=O,0.741151598851785,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccba00>
CN(Cc1nc2ccc(CO)cc2n1C)C(=O)c1cn(C)c2ncccc12,0.7450747915820575,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccba70>
CN(Cc1nc2ccc(CO)cc2[nH]1)C(=O)c1c[nH]c2ncccc12,0.1702617153949573,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccbae0>
Cn1ccc2[nH]c3cc(OCCN4CCCCC4)ccc3c2c1=O,0.8260748027008264,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccbb50>
Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)cnc32)c1=O,1.0492180226701815,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccbbc0>
CO[C@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,1.254548077108974,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccbc30>
CC1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,1.3402457615679315,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccbd10>
Cn1ccc2c([nH]c3cc(OCCN4CC5(COC5)C4)ccc32)c1=O,1.17868923977559,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccbe60>
Cc1c(N)c(-c2ccc(OCCN3CC4CCC(C3)O4)cc2)cc2cnccc12,0.3996737214810381,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccbf40>
Cc1c(N)c(-c2ccc(OCC3CN(C)C3)cc2)cc2cnccc12,0.8401060944567578,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccc0b0>
Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cn[nH]c3)ccc21,0.1875207208364631,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccc120>
Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3ccccn3)ccc21,0.7505083948513462,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccc190>
Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cccnc3)ccc21,0.6739419986340878,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccc200>
COCCn1ccc2c([nH]c3c(C#CC4CNC4)c(F)ccc32)c1=O,0.8175653695597808,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccc350>
c1cnc2c(c1)[nH]c1cccc(OCCN3CCCCC3)c12,1.1983821300082942,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccc3c0>
COc1cc2[nH]c3cc(OCCN4CCCCC4)ccc3c2cn1,1.1458177144918276,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccc430>
Cn1ccc2c([nH]c3c(C#CC4CCNCC4)c(F)ccc32)c1=O,0.5250448070368452,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccc4a0>
c1cnn(-c2ccc3c(c2)OCc2nc(N[C@@H]4C[C@H]5CC[C@@H](C4)N5)ccc2-3)c1,-0.0362121726544447,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccc510>
COC1CN(Cc2ccc3c(c2)O[C@H](C(=O)N(C)Cc2cn(C)c4ccccc24)CO3)C1,1.3647385550553983,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccc5f0>
C[C@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,1.2803506930460056,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccc660>
C[C@H]1CCCCN1CCc1cccc2c1[nH]c1c(=O)n(C)ccc12,1.3096301674258988,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccc740>
C[C@@H]1CCCCN1CCc1cccc2c1[nH]c1c(=O)n(C)ccc12,1.3483048630481609,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccc7b0>
Cc1c(N)c(-c2ccc(OCCN3C4CCC3COC4)cc2)cc2cnccc12,0.3710678622717362,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccc820>
Cc1c(N)c(-c2ccc(OCCN3C4COCC3C4)cc2)cc2cnccc12,0.5526682161121932,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccc890>
C[C@H](COc1ccc(-c2cc3cnccc3c(Cl)c2N)cc1)N1CCOCC1,0.7611758131557314,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccc900>
Cc1c(N)c(-c2ccc(OCCN3CC4(CCO4)C3)cc2)cc2cnccc12,0.8739015978644614,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccc9e0>
Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-n3ccnc3)ccc21,0.0530784434834196,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccca50>
Cc1nc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)cs1,0.69284691927723,<rdkit.Chem.rdchem.Mol object at 0x7fb386cccba0>
Cc1nnc(-c2cnc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)s1,0.1958996524092337,<rdkit.Chem.rdchem.Mol object at 0x7fb386cccc10>
Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)cc(F)c32)c1=O,1.0773679052841565,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccccf0>
CS(=O)(=O)c1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1Cl,-0.0362121726544447,<rdkit.Chem.rdchem.Mol object at 0x7fb386cccd60>
Cc1c(N)c(-c2ccc(OCCN3CC4CC(C3)O4)cc2)cc2cnccc12,0.9242792860618816,<rdkit.Chem.rdchem.Mol object at 0x7fb386cccdd0>
Cc1c(N)c(-c2ccc(OCCN3CCCC3=O)cc2)cc2cnccc12,1.2250506961380487,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccce40>
COc1cnccc1N1CCC(NC(=O)c2cc3cc(-c4nnc(C)s4)ccc3n2C)CC1,0.8970770032094203,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccceb0>
Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4C)CC2)n3C)s1,0.5145477526602861,<rdkit.Chem.rdchem.Mol object at 0x7fb386cccf20>
Cc1nnc(-c2ccc3cc(C(=O)NC4CCN(c5ccncc5)CC4)cn3c2)s1,0.250420002308894,<rdkit.Chem.rdchem.Mol object at 0x7fb386cccf90>
CNC(=O)/C=C/c1ccc(-c2cnc(N(C)[C@@H]3C[C@H]4CC[C@@H](C3)N4)nn2)c(O)c1,0.0681858617461616,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccd000>
CN1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1=O,0.8859263398014311,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccd070>
COCCNCCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.1448854182871424,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccd150>
Cn1ccc2c([nH]c3cc(OCCN4CCCCC4(C)C)ccc32)c1=O,1.361916618668643,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccd1c0>
CN(C)C1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,0.5932860670204573,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccd230>
CNC1(C#Cc2c(F)ccc3c2[nH]c2c(=O)n(C)ccc23)CCC1,0.964259630196849,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccd310>
Cn1ccc2c([nH]c3cc(OCCN4CCOCC4)c(F)cc32)c1=O,1.3575537197430816,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccd380>
Cn1ccc2c([nH]c3cc(NCCCCN4CCCCC4)ccc32)c1=O,1.0689276116820718,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccd3f0>
Cc1cccc(-c2ccc(OCCN3CCCCC3)c(F)c2)c1N,1.3827372657613304,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccd460>
Cc1c(N)c(-c2ccc(OCCN3CCCC3)c(F)c2)cc2cnccc12,0.3579348470004537,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccd4d0>
O=c1c2[nH]c3c(CCN4CCCCC4)cccc3c2ccn1CC(F)(F)F,1.2938043599193367,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccd540>
Cn1ccc2c([nH]c3cc(OCCN4CCC4)ccc32)c1=O,1.3109056293761414,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccd5b0>
Cn1ccc2c([nH]c3cc(OCCN4CC5CCC(C4)N5)ccc32)c1=O,0.5634810853944107,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccd620>
Cn1ccc2c([nH]c3cc(OCCN4C5CCC4CNC5)ccc32)c1=O,0.4313637641589873,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccd690>
Cn1ccc2c([nH]c3cc(OCCN4CCNC5(CC5)C4)ccc32)c1=O,1.0748164406451748,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccd700>
Cn1ccc2c([nH]c3c(F)c(OCCN4CCCCC4)ccc32)c1=O,1.3390537357091392,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccd770>
CC(=O)N1CCN(CCOc2cc3[nH]c4c(=O)n(C)ccc4c3cc2F)CC1,0.8457180179666587,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccd8c0>
Cn1ccc2c([nH]c3cc(OCCN4CCOCC4)cnc32)c1=O,1.012415374762433,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccd930>
Cc1c(OCCN2CCOCC2)ccc(-c2ccc3ccncc3n2)c1N,1.2692793897718986,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccda10>
Cc1c(N)c(-c2ccc(OC[C@@H](C)N(C)C)c(F)c2)cc2cnccc12,0.7664128471123994,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccda80>
CCN(C)CCOc1ccc(-c2cnc3c(C#N)cnn3c2)cc1,1.5037906830571812,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccdaf0>
CNC(=O)c1ccc2nc(C)cc(Sc3cccc(OC)c3)c2c1,1.0195316845312554,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccdb60>
Cc1cc(N2CCC(NC(=O)c3cc4cc(-c5nnc(C)s5)ccn4n3)CC2)ccn1,0.6665179805548809,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccdbd0>
Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5)CC4)cn3c2)s1,0.2227164711475832,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccdc40>
C[C@H](COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12)N1CCCCC1,1.2362852774480284,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccdcb0>
C[C@@H](COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12)N1CCCCC1,1.2314695904306814,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccdd20>
Cn1ccc(-c2ccc3c(c2)cc(CN2CCCCC2)n3C)cc1=O,1.276461804173244,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccdd90>
C[C@H](CN1CCCCC1)Oc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,1.2340108175871791,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccde00>
CN1CCN(CCOc2cc3[nH]c4c(=O)n(C)ccc4c3cc2F)CC1,1.0913151596972228,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccdee0>
CN1CCN(CCOc2ccc3c([nH]c4c(=O)n(C)ccc43)c2F)CC1,1.294466226161593,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccdf50>
COC1CCN(CCOc2cnc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,0.7958800173440752,<rdkit.Chem.rdchem.Mol object at 0x7fb386ccdfc0>
Cn1ccc2c([nH]c3cc(NC(=O)CCCN4CCCCC4)ccc32)c1=O,-0.0177287669604316,<rdkit.Chem.rdchem.Mol object at 0x7fb386cce030>
N#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,1.230959555748569,<rdkit.Chem.rdchem.Mol object at 0x7fb386cce110>
CNC(=O)c1ccc(-c2cc3cnccc3c(C)c2NC)cc1,1.3404441148401185,<rdkit.Chem.rdchem.Mol object at 0x7fb386cce180>
