smiles,pKa,pKaAcidic_train_test,scaffold
C=C1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,12.12,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48fe500>
C=C1C[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,12.12,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48fe570>
Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,12.12,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48fe5e0>
Cn1nccc1Nc1nccc(-c2cc3c(s2)C(C)(C)N(CCN2CCOCC2)C3=O)n1,12.12,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48fe650>
C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,12.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48fe6c0>
N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,12.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48fe730>
Nc1nc(=O)c(Br)c(-c2ccccc2)[nH]1,12.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48fe810>
CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1,12.14,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48fe880>
CO[C@H]1O[C@H](CN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O,12.14,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48fe9d0>
Cn1cnc([N+](=O)[O-])c1C[N+](C)(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(Cl)c(Br)c3)ncnc2cn1,12.14,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48fea40>
N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,12.14,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48feab0>
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,12.15,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48feb20>
CC(=O)c1ccc(C)cc1NC(C(N)=O)c1c(Cl)cccc1Cl,12.15,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48feb90>
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,12.15,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48fec00>
C[C@H](NC(=O)/C(C#N)=C/c1cccc(Br)n1)c1ccccc1,12.15,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48fec70>
CC(=O)N1CCC2(CC1)c1cc(C#C[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)ccc1-c1ccc(C#C[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc12,12.15,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48fece0>
COc1cc(Nc2nn([C@H]3COCC[C@@H]3C#N)cc2C(N)=O)cc(F)n1,12.15,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48fed50>
NC(=O)CN1C(=O)C(c2ccccc2)c2ccccc21,12.16,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48fedc0>
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,12.16,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48fee30>
O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO,12.16,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48feea0>
CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,12.16,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48fef10>
CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1O[C@H](CNC(C)=O)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,12.16,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48fef80>
Cc1c(N[C@@H](c2nnc(-c3ccc(C#N)cc3)o2)[C@H](C)O)ccc(C#N)c1Cl,12.17,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48feff0>
NC[C@H]1O[C@H](O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,12.17,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ff060>
Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,12.17,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ff0d0>
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(Cl)c(Br)c3)ncnc2cn1,12.17,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ff140>
O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,12.17,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ff220>
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OCC(F)(F)F)nc1N(C)CCN(C)C,12.17,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ff290>
O=P(NCCCl)(NCCCl)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,12.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ff300>
C=C1CC[C@@H]2[C@](C)(CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CCC[C@@]2(C)[C@@H]1CCC1=CCOC1=O,12.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ff370>
CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,12.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ff4c0>
CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,12.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ff530>
Cc1c(CO)[n+]([O-])c2ccccc2[n+]1[O-],12.19,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ff5a0>
CN1N=C2CCN(C(=O)[C@@H](COCc3ccccc3)NC(=O)C(C)(C)N)C[C@@]2(Cc2ccccc2)C1=O,12.19,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ff680>
Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1,12.19,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ff6f0>
C#Cc1cccc(-c2cc(=O)n(C)c3ccc([C@](O)(c4ccc(Cl)cc4)c4cncn4C)cc23)c1,12.19,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ff760>
CO[C@H]1O[C@H](CNC(=O)N(CCCl)N=O)[C@@H](O)[C@H](O)[C@H]1O,12.2,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ff840>
COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2,12.2,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ff8b0>
OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,12.2,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ff990>
CCOC(=O)OC[C@H]1O[C@@H](Oc2ccccc2Cc2ccc(OC)cc2)[C@H](O)[C@@H](O)[C@@H]1O,12.2,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ffa00>
Cc1c(Cc2ccc(OC(C)C)cc2)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)nn1C(C)C,12.2,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ffa70>
CCOC(=O)OC[C@H]1O[C@@H](Oc2nn(C(C)C)c(C)c2Cc2ccc(OC(C)C)cc2)[C@H](O)[C@@H](O)[C@@H]1O,12.2,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ffae0>
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,12.21,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ffbc0>
COc1c2ccoc2cc2oc(CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(=O)c12,12.21,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ffca0>
C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(O)C(C)=O,12.21,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ffd80>
CCN(CC)CCN(CC)CC(=O)Nc1ccccc1Cl,12.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ffe60>
C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,12.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ffed0>
Cc1cc(-c2ncnn2C)c2cccc(OCc3c(Cl)cc(F)cc3[C@H](C)NC(=O)COC(F)F)c2n1,12.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900040>
CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,12.23,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900120>
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1,12.23,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900190>
Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,12.23,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900200>
CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.O=C(O)CCC(=O)O,12.23,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900270>
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,12.24,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900350>
Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,12.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900430>
CCN1Cc2c(ccc(F)c2C#N)O[C@@H](C)CNC(=O)c2c(N)nn3ccc1nc23,12.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49004a0>
C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,12.25,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900510>
c1ccc2[nH]cnc2c1,12.25,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900580>
c1ccc(Cc2nc3ccccc3[nH]2)cc1,12.25,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49005f0>
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,12.25,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900660>
Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,12.26,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49006d0>
CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](Oc2ccc(CCNC(C)=O)c(-c3cccc(F)c3)c2)OC1(C)C,12.26,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900740>
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,12.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49007b0>
CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2C(=O)CC[C@H](NC(=O)c3nccc4ccccc34)C(=O)N12,12.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900820>
O=C([C@H](O)CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2CCCNC2=O)CC1,12.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900890>
C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,12.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900900>
CCCN(CCC)CCc1cccc2c1CC(=O)N2,12.27,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900970>
O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,12.27,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49009e0>
CONC(=N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](O)c2cc(Cl)cc(OC(F)F)c2)cc1,12.27,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900a50>
COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2,12.27,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900ac0>
CC[C@H]1C(=O)Nc2ccc(F)cc2N1C(=O)OC(C)C,12.28,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900b30>
CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c(-c2[nH]c3cc(F)ccc3c2C[C@@H]2C[C@H](O)CN2C(=O)[C@H](CC)NC(=O)[C@H](C)NC)[nH]c2cc(F)ccc12,12.28,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900c80>
CC1(C)CC[C@H](Nc2ncc(C(F)(F)F)c(-c3c[nH]c4c(P(C)(C)=O)c(C#N)ccc34)n2)CN1,12.28,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900d60>
C[C@@H]1N=C(c2ccccc2Cl)c2c(ccc(NC(=O)NC(C)(CO)CO)c2Br)N(C)C1=O,12.29,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900dd0>
CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccccc5)nc43)[C@H](O)[C@@H]2O)n1,12.29,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4900f90>
CC[C@H]1/C=C/C=C/C[C@@H](C)[C@H](O)[C@@](C)(O)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)/C=C/C(=O)O[C@H]2C[C@@]3(CC[C@H](C)[C@H](C[C@@H](C)O)O3)O[C@@H](CC1)[C@H]2C,12.29,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901000>
Cc1cc(-c2ccccc2)c(C(=O)C(=O)Nc2ccc(N3CCN(c4ncc(F)cn4)CC3)cc2)n1C,12.29,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901070>
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,12.3,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49010e0>
CCCCNCC(=O)Nc1c(C)cccc1Cl,12.3,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901150>
Clc1cccc(C(c2ccc3[nH]cnc3c2)n2ccnc2)c1,12.3,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49011c0>
CC(C)(C(=O)N1CCOCC1)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,12.3,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901230>
CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,12.3,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49012a0>
COCCNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OC)c(OC)c1OC)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,12.32,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49013f0>
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(C(=O)NCCNC(=O)NC4CCN(c5ccccn5)CC4)nc32)[C@H](O)[C@@H]1O,12.32,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901460>
CCOC(=O)Oc1ccc(CCNC(=O)[C@H](CCSC)NC(C)=O)cc1OC(=O)OCC,12.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49015b0>
CC(C)CCC(=O)CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1,12.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901620>
CCC[C@H](C)Oc1nc(N)c2[nH]c(=O)n(CCCCCN3CCCCC3)c2n1,12.34,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901690>
CCCCOc1nc(N)c2[nH]c(=O)n(CCCN(CCCN3CCOCC3)Cc3cccc(CC(=O)OC)c3)c2n1,12.34,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901700>
CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,12.34,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901770>
Cc1cnc(CNC(=O)c2c(=O)c3ccc(N4CCCN(C)CC4)nc3n3c2sc2ccccc23)cn1,12.34,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49017e0>
CC(C(=O)Nc1cc(-c2ccccc2)nn1-c1ccccc1)N(C)C,12.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901850>
CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,12.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49018c0>
COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1,12.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901930>
O=C(CNC(=O)c1sc(C2=NO[C@@](c3cc(Cl)c(F)c(Cl)c3)(C(F)(F)F)C2)c2c1CCC2)NCC(F)F,12.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49019a0>
CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cscn1)NC(=O)[C@H](Cc1ccccc1)CS(=O)(=O)N1CCN(C)CC1,12.36,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901a10>
CCCO[C@H]1[C@@H]([C@@H](COCc2ccc(Cl)cc2)OCc2ccc(Cl)cc2)OC(OCC)[C@@H]1O,12.36,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901a80>
COC1O[C@H]([C@@H](COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O,12.36,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901b60>
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,12.37,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901bd0>
Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],12.37,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901c40>
OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)[C@H](O)[C@@H]1O,12.37,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901cb0>
C#C[C@H](CC(=O)OCC)NC(=O)CCC(=O)Nc1ccc(C(=N)N)cc1,12.37,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901d20>
CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,12.37,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901d90>
CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,12.37,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901e70>
Cc1ccc2cc(C(=O)NC3(C(=O)N[C@H](Cc4ccccc4)C(=O)NCC4CCN(CC5CCOCC5)CC4)CCCC3)sc2c1,12.37,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901ee0>
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,12.38,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4901f50>
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,12.38,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4902030>
O=C(Nc1ccccc1Br)N[C@@H]1CCN(c2ccc(C(F)(F)F)cn2)C1,12.38,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49020a0>
NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2nc[nH]c3nccc2-3)CC1,12.38,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4902110>
Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12,12.38,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4902180>
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,12.39,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49021f0>
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](NC(CO)CO)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,12.39,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4902260>
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,12.39,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4902340>
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,12.39,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49023b0>
CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl,12.39,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4902500>
COC(=O)N1CCC(CC#Cc2nc(N)c3ncn([C@@H]4O[C@H](C(=O)NC5CC5)[C@@H](O)[C@H]4O)c3n2)CC1,12.39,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49025e0>
CN(C)C(C(=O)Nc1ccc2c(=O)[nH]ccc2c1)c1ccsc1,12.39,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49026c0>
CCN(CC)CC(=O)Nc1c(C)cccc1C(=O)OC,12.4,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4902730>
O=C([C@@H](O)CO)N1CC=C(c2c(F)cc(N3C[C@H](COc4ccon4)OC3=O)cc2F)CC1,12.4,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49027a0>
CCOC(=O)[C@H](C)NP(=O)(COCCn1cnc2c(NC3CC3)nc(N)nc21)N[C@@H](C)C(=O)OCC,12.4,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4902880>
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,12.4,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49028f0>
C[C@H](NC(=O)/C(C#N)=C/C=C/c1cccc(Br)n1)c1ccccc1,12.4,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4902960>
CCOC(=O)[C@H](C)NP(=O)(COCCn1cnc2c(NC3CC3)nc(N)nc21)N[C@@H](C)C(=O)OCC.O=C(O)CCC(=O)O,12.4,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf49029d0>
C=CC(=O)Nc1cccc(-c2cccc3cnc(Nc4ccc(N5CCN(CCO)CC5)c(F)c4F)nc23)c1,12.4,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4902a40>
O=c1[nH]c2cc(F)ccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,12.41,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4902ab0>
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,12.41,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4902b20>
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O[C@H]2C[C@@H](N(C)C)[C@@H](O)[C@H](C)O2)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,12.41,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4902b90>
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,12.42,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4902c70>
