smiles,Fu_final,lgFu,Fu_train_test,scaffold
O=C(C1(CCCCCC1)C1=CC=CC1)O[C@H]1C[N+]2(CCC1CC2)CCc1ccccc1,0.007,-2.15490196,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0120>
OC(=O)Cn1nc(c(c1C)Cc1ccccc1S(=O)(=O)c1ccccc1)c1ccccc1,0.007,-2.15490196,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0190>
CC1C=CC(=CC=1)C(=O)N(CCCN)C(C(C)C)C1=NC2C=C(Cl)C=CC=2C(=O)N1CC1C=CC=CC=1,0.00697137,-2.156681866,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0200>
COC1C=NC(=CN=1)C1=CC=CC=C1C(F)(F)CNC(=O)C1=CN=C(COCC(F)(F)F)C=C1,0.0069,-2.161150909,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e02e0>
OCC1=NC2C=C(C=CC=2S1)NS(=O)(=O)C1C=CC(Br)=CC=1,0.0069,-2.161150909,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0350>
OC1C=CC(=CC=1)C(C1C=CC(O)=CC=1)(C(F)(F)F)C(F)(F)F,0.00685,-2.164309429,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e03c0>
[O-][N+](=O)C1C=CC(=CC=1C(O)=O)OC1=CC=C(C=C1Cl)C(F)(F)F,0.0068,-2.167491087,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0430>
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C1SC(=N)NC1=O,0.00678,-2.168770306,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e04a0>
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1C=CC=CC=1,0.00675,-2.170696227,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0510>
OC(=O)COC1C=CC(Cl)=CC=1CN1CCN(CC1)S(=O)(=O)CC1C=CC=CC=1,0.0067,-2.173925197,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e05f0>
OC1C=CC(C(O)CNCCCSCCOCCC2=CC=CC3=CC=CC=C23)=C2SC(=O)NC=12,0.0067,-2.173925197,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0660>
COC1C=CC(CC(=O)NCC2=CC=CC=C2C2=CC=CC=C2C(=O)NCCC2=CN=CC=C2)=CC=1,0.0066,-2.180456064,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e06d0>
COC1=CC2=C(C=C1)N(CC1COC3=CC=CC=C3O1)C(=O)C2=O,0.0066,-2.180456064,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0740>
O=C1C2C=C(OC=2C=CN1C1=CC2C=NN(CCN3CCCC3)C=2C=C1)C1C=CC(Cl)=CC=1,0.0066,-2.180456064,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e07b0>
CC1CCCCC1NC(=O)C1=C(NS(=O)(=O)C2=CC=C(C)C=C2)N(N=C1C)C1C=CC=CC=1,0.0066,-2.180456064,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0820>
CC(=O)NCC1C=CC=C(CN2N=C(NS(=O)(=O)C3=CC=C(Cl)S3)C3C(=CC=CC2=3)OC)C=1,0.0066,-2.180456064,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0890>
CC1(C)C(C(=O)OC(C#N)C2C=C(C=CC=2)OC2C=CC=CC=2)C1(C)C,0.00644,-2.191114133,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0970>
CC1=C(CC2C=CC3=CC=CC=C3N=2)C2C=C(F)C=CC=2N1CC(O)=O,0.0064,-2.193820026,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e09e0>
OC(=O)C(C1=CC=CC=C1)N1CC(CN2CCC(CC2)OC2=CC(Cl)=C(Cl)C=C2)OCC1,0.0064,-2.193820026,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0a50>
CC(C)N1C2C=CC=CC=2C(=C1C=CC(O)CC(O)CC(O)=O)C1=CC=C(F)C=C1,0.006359245,-2.196594427,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0ac0>
CC(=CC1C(C)=CCCC1(C)C)C(C)=O,0.006334,-2.198321941,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0b30>
CC1C=CC(=CC=1)C1C=C(C(=O)NCC2=CN(C)N=C2C)C2C=C(Br)C=CC=2N=1,0.0063,-2.200659451,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0ba0>
O=C1COC2=NC=CC(C3=CC=CC=C3F)=C2CN1CC1C=C(C=C(C=1)C(F)(F)F)C(F)(F)F,0.0063,-2.200659451,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0c80>
CC(C)C1C2C=CC(F)=CC=2CCC1(CCN(C)CCCC1NC2C=CC=CC=2N=1)OC(=O)COC,0.00625,-2.204119983,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0cf0>
CC1C=CC(=CC=1)NC(=O)NC1=NN=C(S1)C1C=CN=CC=1,0.0061,-2.214670165,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0d60>
COC1C=C(C=CC=1OCC(OP(O)(O)=O)C1CC1)N1C=NC2C=C(SC=2C1=O)C1=CC=C(Cl)C=C1,0.0061,-2.214670165,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0dd0>
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.006,-2.22184875,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0e40>
OCc1c(c2ccccc2)c2c(n1C)ccc(c2)N(=O)=O,0.006,-2.22184875,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0eb0>
OCc1ccc(cc1)c1c(C)cc2c(c1C)c(cc(=O)o2)c1ccccc1,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e0f90>
OC(=O)C[C@@H](c1cccc(c1)F)N=C(Cn1c(ccc(c1=O)NCc1ccc2c(n1)NCCC2)C1CC1)O,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1000>
Cc1ccc2c(c1)c(c1ccnc3c1cccc3Cl)c(n2CC(=O)O)C,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1070>
COC[C@@H](Oc1cc(Oc2cc(F)cc(c2)F)cc(c1)C(=Nc1ccc(cn1)C(=O)O)O)C,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1150>
N#Cc1nn(c2cc(Cl)c(c(c2)Cl)Oc2nnc(c(c2)C(C)C)O)c(=O)nc1O,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e11c0>
Cc1ccc(c(c1)C(=O)N1CCN(CC[C@H]1C)c1ncc2c(n1)scc2C)n1nccn1,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1230>
COc1ccc(cc1)c1ccc(cc1)S(=O)(=O)NC(C1CCCC(C1)N(S(=O)(=O)C)C)C(=O)O,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e12a0>
COc1ccc(cc1)c1ccc(cc1)S(=O)(=O)NC(C1CCCC(C1)N(C(=O)C)Cc1ccccc1)C(=O)O,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1310>
OC(=O)CCC(=O)N1CCc2c1ccc(c2)c1noc(n1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1380>
COC1C=C2C(NC3C=CC=C(Cl)C=3Cl)=C(C=NC2=CC=1NCCN1CCCCC1)C(N)=O,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e13f0>
COc1ccc(c2c1cccc2)S(=O)(=O)N1C[C@@H](c2c1cccc2)C(=O)N1CCNCCC1,0.006,-2.22184875,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1460>
COCCN(S(=O)(=O)c1ccc(c(c1)C#Cc1cc(Cl)ccc1OCC(=O)O)C)C,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1540>
OC(=Nc1ccc(c(c1)Cl)N1C(=O)CC2(C1=O)CCCCC2)c1ccccn1,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e15b0>
Clc1ccc(c(c1)Cl)Cn1cc(c2c1c(cc(c2)F)c1nnc(o1)NS(=O)(=O)c1cc(F)c(cc1F)F)C,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1620>
COc1ncnc(c1)N1C(=O)N(C(=O)C21CCN(CC2)Cc1ncccc1C)c1ccc(cc1)c1ccc(cc1)C(=O)O,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1690>
COc1ccc(cc1)c1csc(n1)N=C([C@H]1CCCCN1S(=O)(=O)c1ccc(cc1)C)O,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1700>
CCc1c(cccc1c1nsc(n1)c1ccc(c(c1)C#N)CC(C)C)CCN1CCC(CC1)C(=O)O,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1770>
Clc1ccn(=O)c(c1)C1OC2(c3c1cccc3)CCN(CC2)Cc1ccc(cc1)OC(F)(F)F,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e17e0>
O=C1COC2C=CC(=CC=2N1CCN1CCC(CC1)NCC1C=CC2OCC(=O)NC=2N=1)C1=CC=CO1,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1850>
OC(=N)C[C@@H]1N=C(c2ccc(cc2)Cl)c2c(c3c1onc3C)sc(c2C)C,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e18c0>
OC(=N[C@@H](c1ccc(c(c1)Cl)Cl)C)N1CCc2c(C1)nc(nc2)N=c1cc[nH]c(c1)C,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1930>
Clc1cccc(c1)c1nn(cc1N=C(c1cnn2c1nccc2)O)C,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1a10>
CC(C)(C)C(NC(=O)C1C=CC=CC=1)C(=O)C1C=CC(Cl)=CC=1,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1a80>
OC(=O)CC1=CC=CC=C1N1CCC(CN2CCC(CC2)OC2=CC(Cl)=C(Cl)C=C2)CC1,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1af0>
CC(=O)NC1C=CC(=CC=1)NC1N=C2C=CC(=CC2=CN=1)C1C=CN=CC=1,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1b60>
C[C@@H]1CN(CCN1c1ncc(cn1)OCc1ccc(cc1F)CS(=O)(=O)C)c1onc(n1)C(F)(F)F,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1bd0>
OC(=N)C[C@@H]1N=C(c2ccc(=N)[nH]c2)c2c(c3c1onc3C)sc(c2C)C,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1cb0>
C=C1COC2(OC1)CN(CC[C@H]2N=C(c1[nH]c(c(c1Cl)Cl)C)O)c1ncc(s1)C(=O)O,0.006,-2.22184875,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1d20>
OC1=C(Oc2ccccc2Cl)C(=O)OC(C1)c1ccccc1,0.006,-2.22184875,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1d90>
CC1=NC(N=C1N)(C1CC1)C1=CC(=C(O)C=C1)C1C=C(C=CN=1)C#CC,0.006,-2.22184875,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1e00>
COC1C=C(C=C(OC)C=1OC)C(=O)OC1CC2CN3CCC4C5C=CC(=CC=5NC=4C3CC2C(C1OC)C(=O)OC)OC,0.005993953,-2.222286703,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1e70>
CC(C)(C1=CC(Cl)=C(O)C(Cl)=C1)C1=CC(Cl)=C(O)C(Cl)=C1,0.00598,-2.223298816,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1ee0>
CC(C)(C)C1CCC2(CC1)OC(CO2)CN(CCC)CC,0.005907667,-2.228584029,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1f50>
N#CC1C=C(C=CC=1OC1C=CC(=CC=1C1=CN=NC=C1)C(F)(F)F)S(=O)(=O)NC1=NC=NS1,0.0059,-2.229147988,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e1fc0>
CC1C=CC(=CC=1)S(=O)(=O)NC1=C(C(=O)NC(C)CC)C(C)=NN1C1C=CC=CC=1,0.0059,-2.229147988,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2030>
COC1=CC(=NC(NC(=O)NS(=O)(=O)CC2C=CC=CC=2C(=O)OC)=N1)OC,0.005775,-2.238448011,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e20a0>
CC(C)NC(=O)C1C=NC(=C(Cl)C=1)N1CCC(CC1)N1C(=O)OCC2=CC=CC=C12,0.0056,-2.251811973,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2110>
CCC1=NC2C=C(O)C=CC=2C(OC2C=CC(C=CC(O)=O)=CC=2)=C1C1C=CC=CC=1,0.0056,-2.251811973,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e21f0>
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,0.00553,-2.257274869,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2260>
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,0.0055,-2.259637311,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e22d0>
CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,0.0055,-2.259637311,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2340>
CC1C(=CC=CC=1C)NC1C=C(Cl)N=C(N=1)SCC(O)=O,0.005454059,-2.263280208,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2420>
CCCOCC(=NC1C=CC(Cl)=CC=1C(F)(F)F)N1C=NC=C1,0.005445,-2.264002116,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2490>
O=C(CC1CCN(CC2=CN(C=C2)C2C=CC(=CN=2)C(F)(F)F)CC1)NC(C1C=CC(F)=CC=1)C1C=CC(F)=CC=1,0.0053,-2.27572413,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e25e0>
CC(C)(CC1C=C(CC(=O)NCC2=CC(=CC=C2)C2C=CC(O)=CC=2)C=CC=1)NCC(O)C1=CC(NS(C)(=O)=O)=C(O)C=C1,0.0053,-2.27572413,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2650>
CC1C2C=C(C=CC=2NC=1C)C1=NN=C(O1)SCC(=O)N1CCCC2=CC=CC=C12,0.0052,-2.283996656,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2730>
CC1=CC2C(=C(C)N(CC(O)=O)C=2C=C1)S(=O)(=O)C1C=CC(Cl)=CC=1,0.0052,-2.283996656,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e27a0>
CC(C)NC(=O)C1=CC2N=C(N=C(NC3C=CC(Cl)=CC=3)C=2C=C1)N1CCOCC1,0.0051,-2.292429824,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2880>
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,0.00509902,-2.292513326,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e28f0>
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2960>
CC(C)C(C)C=CC(C)C1CCC2C(CCCC21C)=CC=C1CC(O)CCC1=C,0.005,-2.301029996,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e29d0>
CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2a40>
CC1=C(C2C=CC(Cl)=CC=2)N(N=C1C(=O)NN1CCCCC1)C1=CC=C(Cl)C=C1Cl,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2ab0>
Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,0.005,-2.301029996,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2b90>
CC(=O)N1CCN([C@H]2CCN(C(=O)N(C)[C@H](C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2c70>
Cc1ccc2c(c1)c(c1ccnc3c1cccc3C)c(n2CC(=O)O)C,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2ce0>
COc1ccc(cn1)[C@H](CC(=O)O)CCCCCCc1ccc2c(n1)NCCC2,0.005,-2.301029996,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2dc0>
Cc1ccc(cc1c1ccc2c(c1)c[nH]c(=N)n2)C(=Nc1cccc(c1C)C(F)(F)F)O,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2e30>
O=C1C(NC(=O)C2=CC3=CC=CC=C3N2)N=C(C2C=CC=C3CCN1C3=2)C1C=CC=CC=1F,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2ea0>
OC(=O)C1CCN(CC1)c1ncc(cc1Cl)C(=Nc1scc(n1)c1cccc(c1F)C(F)(F)F)O,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2f10>
CNC(=O)C1C=C(C=CN=1)OC1=CC2N=C(NC3C=CC(=CC=3)C(F)(F)F)N(C)C=2C=C1,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2f80>
CCCCn1ccc(c(c1=O)Cl)N1CCC(CC1)c1ccccc1,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e2ff0>
CCOc1ccc(cn1)c1ccc(cc1)Cn1c(CC(C(=O)O)(C)C)c(c2c1ccc(c2)OCc1ccc(cn1)C)SC(C)(C)C,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3140>
OC(=Nc1ccccc1Cl)N1CCC(CC1)c1onc(n1)c1ccc2c(n1)cccc2,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e31b0>
OC(=O)c1cn(Cc2ccc(cc2)n2cccc2)c2c(c1=O)c(F)ccc2,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3220>
[18F]CCn1nc(c(c1)c1ccncc1)c1ccc(cc1)OCc1ccc2c(n1)cccc2,0.005,-2.301029996,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3290>
CCc1c(CCCC(=O)O)cccc1c1nnc(s1)c1ccc(c(c1)C#N)OC(C)C,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3300>
Clc1cnc(nc1)N1CCC(CC1)Oc1cc(=O)n(cc1Cl)c1ccc(cc1F)S(=O)(=O)C,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e34c0>
CCC(C1C(=O)OC(CC1=O)(CCC)CCC1C=CC=CC=1)C1=CC(=CC=C1)NS(=O)(=O)C1C=CC(=CN=1)C(F)(F)F,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3530>
CN1CCC2(CC1)CN=C(c1c2[nH]c(c1)c1ccnc(c1)N=C(c1ccc2c(c1)cccc2)O)O,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e36f0>
CC(=O)NC1=CC(=C(C=C1OC)OC)S(=O)(=O)N(C(C)C)C1C=CC=CC=1,0.005,-2.301029996,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3760>
CCc1c(cccc1c1nsc(n1)c1ccc(c(c1)C(F)(F)F)OC(C)C)CN(CC(=O)O)C,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e37d0>
Clc1cccc(c1)n1nc(cc1NC(=O)c1cnn2c1[nH]c(=N)cc2)C,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3840>
COc1ccnc(c1C(F)(F)F)Oc1ccc2c(c1)c(=O)ncn2Cc1c(F)cc(cc1F)F,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e38b0>
Clc1ccc(cc1)/C=C/C(=Nc1ccc2c(c1)c(C)nc(n2)N1CCC(CC1)(O)C1CC1)O,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3920>
O=C(c1cc2c(o1)cncc2)NCc1ccc(cc1)S(=O)(=O)c1ccc(nc1)N1CCOCC1,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3990>
CO[C@H]1CN(CC[C@H]1N=C(c1[nH]c(c(c1Cl)Cl)C)O)c1sc(c(n1)C(=O)O)C(=N)O,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3a00>
COC1=NC=C(C=N1)C1C=CC=C(F)C=1CCNC(=O)C1=CN=C(C=C1)OCCC(F)(F)F,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3ae0>
CC(=O)N1CCN(CC1)CCOc1ccc(c2c1c1ccccc1s2)c1cccc2c1oc(cc2=O)N1CCOCC1,0.005,-2.301029996,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3b50>
Clc1cccc(c1)CC[N+]12CCC(CC1)[C@H](C2)OC(=O)C1(CCCCCC1)C1=CC=CC1,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3bc0>
O=C(C1(CCCCCC1)C1=CC=CC1)O[C@H]1C[N+]2(CCC1CC2)Cc1noc(c1)c1ccccc1,0.005,-2.301029996,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3c30>
OC1=C(Sc2ccccc2Cl)C(=O)CC(C1)c1c(Cl)cccc1Cl,0.005,-2.301029996,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3ca0>
CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.0049,-2.30980392,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3d80>
CC1C=CC(=CC=1)S(=O)(=O)NC1=C(C(=O)NC(CC)CC)C(C)=NN1C1C=CC=CC=1,0.0049,-2.30980392,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3e60>
O=P(C1C=CC=CC=1)(C1C=CC=CC=1)N(CC1=CC=CC=N1)CC1=CC=CC=N1,0.0049,-2.30980392,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3ed0>
CC(C(O)=O)C1C=C2N=C(OC2=CC=1)C1C=CC(Cl)=CC=1,0.004898979,-2.309894379,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e3f40>
CCOC1=CC=C(C=C1)N1C(=NC2=CC=CC=C2C1=O)C(C)N(CC1C=CC=NC=1)C(=O)CC1C=CC(=CC=1)C(F)(F)F,0.0047,-2.327902142,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e4040>
CCC(C1C=CC(O)=CC=1)=C(CC)C1C=CC(O)=CC=1,0.004675,-2.330218385,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e40b0>
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0.00466369,-2.331270369,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e4120>
CC1=NN(C)C(OC2C=CC=CC=2)=C1C=NOCC1=CC=C(C=C1)C(=O)OC(C)(C)C,0.0046,-2.337242168,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e4190>
OC1=CC=C(Cl)C=C1CC1=CC(Cl)=CC=C1O,0.0045,-2.346787486,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e4270>
OC(C1C=CC(=CC=1)N(CC(F)(F)F)S(=O)(=O)C1C=CC=CC=1)(C(F)(F)F)C(F)(F)F,0.0044,-2.356547324,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e42e0>
CC(C)CC(CO)NC1=NC(=NC2N=C(N)SC1=2)SCC1=CC=CC=C1,0.0044,-2.356547324,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e4350>
CC1=C(C2C=C(F)C=CC=2N1CC(O)=O)S(=O)(=O)C1C=CC(Cl)=CC=1,0.0043,-2.366531544,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e4430>
CC1C=CC=C(C)C=1NC(=O)C(NC(=O)C1=CC=CC=C1O)C1=CC=C(C)S1,0.0043,-2.366531544,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e44a0>
CCOP(=S)(OCC)SCN1C(=O)OC2=CC(Cl)=CC=C12,0.00429,-2.367542708,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e4510>
CC1=NC(=C2C=C(SC2=N1)C1C=CC=CC=1)N1CCOCC1,0.0042,-2.37675071,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e4580>
CC1C=C(NC2=CC=C(C=C2)NC(C)=O)N2N=CC(=C2N=1)C1=CC=CC=C1,0.0042,-2.37675071,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e45f0>
N#CC1=CC=C(NC(=O)NC2=CC=CC=C2Br)C2=NNN=C12,0.0042,-2.37675071,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e4660>
CNC1C=C2NC(=O)N(C3C=CC(=CC=3)NC(=O)NS(=O)(=O)C3=CC=C(Cl)S3)C(=O)C2=CC=1F,0.0042,-2.37675071,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e46d0>
[O-][N+](=O)C1=CC(=C(C=C1)OCC(O)=O)C1C=CC=CC=1,0.0041,-2.387216143,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e4740>
CN(C)S(=O)(=O)NC(=O)CCCC1=C(NC2C=CC(=CC1=2)C#N)C1C=CC(F)=CC=1,0.0041,-2.387216143,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e47b0>
N#CC1C=C(C=CC=1OC1=CC(Cl)=C(F)C=C1C1=CN=NC=C1)S(=O)(=O)NC1=NC=NS1,0.0041,-2.387216143,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e4820>
CC(NC(=O)CC1=CC=C(C=C1)C1CC1)C1C=CC(=CN=1)OCC(F)(F)F,0.0041,-2.387216143,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1e4890>
