smiles,pKb,pKaBasic_train_test,scaffold
CCN(CC)CC/C(=N/OC(=O)Nc1ccc(OC)cc1)c1ccccc1,9.47,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938c120>
N[C@H](Cc1ccc(OC[18F])cc1)C(=O)O,9.47,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938c270>
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,9.47,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938c2e0>
C=CCc1c(OC(=O)N2CCC(N3CCCCC3)CC2)ccc2nc3c(cc12)Cn1c-3cc2c(c1=O)COC(=O)[C@]2(O)CC,9.47,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938c3c0>
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O.O=C(O)CCC(=O)O,9.47,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938c430>
N[C@@H](Cc1ccc(OCCF)cc1)C(=O)O,9.47,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938c4a0>
O=c1[nH]c(C2CCCN2)nc2c1oc1ccc(Cl)cc12,9.47,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938c580>
N[C@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,9.48,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938c5f0>
COc1ccc(-c2c(-c3ccc(C#N)c(F)c3)nc(N3CCC(N)CC3)n(C)c2=O)cc1F,9.48,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938c660>
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,9.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938c6d0>
CN(C)CCC(c1ccccc1)c1ccccn1,9.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938c740>
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,9.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938c7b0>
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,9.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938c820>
CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,9.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938c890>
COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,9.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938c900>
CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1,9.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938c970>
COc1ccc2c(c1)C(O)(CCCN(C)C)c1ccccc1S2,9.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938c9e0>
COc1cc2c(cc1OC)CCN(CCc1ccc(N)cc1)CC2,9.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938ca50>
N[C@@H](Cc1cc([125I])c(Oc2ccc(O)c([125I])c2)c([125I])c1)C(=O)O,9.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938cac0>
CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(C)cc[n+]([O-])c3C)CC2)CC1,9.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938cb30>
N[C@@H](Cc1cc([131I])c(Oc2ccc(O)c([131I])c2)c([131I])c1)C(=O)O,9.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938cba0>
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-],9.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938cc10>
CCCNCCOc1cc(F)cc(S(C)(=O)=O)c1,9.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938cc80>
C[C@@H](N[C@H]1CCN(c2ccc(CC(=O)O)cc2)C1)c1cccc2ccccc12,9.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938ccf0>
C[C@@H]1OCC2(CCN(c3cnc(Sc4ccnc(N)c4Cl)c(N)n3)CC2)[C@@H]1N,9.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938cd60>
COc1ccc(-c2c(-c3ccc(C#N)c(F)c3)nc(N3CCC(N)CC3)n(C)c2=O)cc1F.O=S(=O)(O)c1ccccc1,9.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938cdd0>
CCCCNCC1COc2ccccc2O1,9.49,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938ce40>
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,9.49,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938ceb0>
NC(=O)C(CCN1CCN2CCCC2C1)(c1ccccc1)c1ccccc1,9.49,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938cf20>
CC(=O)NCC(=O)O.CN(C)CCC1c2ccc(Cl)cc2CCc2cccnc21,9.49,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938cf90>
CN(C)CCC1(C)OCCC2=C1Cc1ccccc12,9.49,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938d070>
CN1CCCC[C@H]1CCc1ccccc1NC(=O)/C=C/c1ccccc1,9.49,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938d0e0>
CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,9.49,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938d150>
CSCCC(N)C(=O)O,9.5,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938d2a0>
CNC1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21,9.5,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938d310>
CCC(=O)OC1(c2ccccc2)CCCN(C)CC1C,9.5,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938d460>
Fc1cccc2c1O[C@H]1CNC[C@@H]1O2,9.5,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938d4d0>
N[C@@H](Cc1ccc(O)c([131I])c1)C(=O)O,9.5,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938d540>
N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O,9.5,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938d5b0>
CSCC[C@H](N)[11C](=O)O,9.5,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938d700>
CC(C)(Cc1ccc(Oc2ncccc2C#N)cc1)NC[C@H](O)COc1ccccc1-c1cccs1,9.5,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938d770>
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,9.51,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938d850>
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,9.51,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938d8c0>
C=C[C@]1(C)C[C@@H](OC(=O)CSCCN(CC)CC)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,9.51,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938da80>
CC/C(=C(\c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1,9.51,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938daf0>
CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,9.51,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938db60>
CCN1CCC(CC(NC(=O)c2ccc([N+](=O)[O-])cc2)c2ccc(F)cc2)CC1,9.51,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938dc40>
O=C1c2ccccc2C(=O)N1[C@@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)C1O5,9.51,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938dcb0>
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,9.52,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938dd20>
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,9.52,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938dd90>
Cc1cccc(C)c1OCC(C)N,9.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938de70>
CNC(C)C(O)c1ccccc1,9.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938dee0>
CC(C)C[C@H](N)C(=O)O,9.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938dfc0>
CN[C@@H](C)[C@@H](O)c1ccccc1,9.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938e030>
CCCCCCCCCCOCC(O)CN,9.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938e180>
COc1cc(C)cc(C)c1NC(=O)CCN1CCCCC1C,9.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938e1f0>
NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,9.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938e260>
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](N)CC3,9.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938e2d0>
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,9.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938e3b0>
CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C.O=S(=O)(O)c1ccc2ccccc2c1,9.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938e420>
N[C@@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,9.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938e490>
COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N(C)Cc2ccc(C3=NCCN3)cc2)c(C)c1,9.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938e570>
CN[C@@H](C)[C@H](O)c1ccccc1.CN[C@@H](C)[C@H](O)c1ccccc1,9.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938e650>
C[C@@H](N)COc1ccc(-c2cnc3ccc(N[C@H](C)c4cccc(F)c4)nn23)cc1,9.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938e6c0>
C[C@@H](N)COc1ccc(-c2cnc3ccc(N[C@H](C)c4cccc(F)c4)nn23)cc1.O=C(O)CCCCC(=O)O,9.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938e730>
COC(=O)c1cccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)c1,9.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938e7a0>
NC(=O)Nc1cc(C#Cc2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1,9.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938e810>
OC(c1ccccc1)(c1ccccc1)C1CCCCN1,9.53,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938e880>
CCCCCNCCOC(=O)c1ccc(N)cc1,9.53,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938e8f0>
CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,9.53,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938e960>
CCCC[C@H](N)C(=O)O,9.53,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938e9d0>
CC(C)(C)NCC(O)c1cc(OC(=O)C(C)(C)C)cc(OC(=O)C(C)(C)C)c1,9.53,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938eab0>
CC(C)CCNCC1COc2ccccc2O1,9.53,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938eb20>
COCCNCCc1cccc(Nc2ncc3c(n2)-c2ccccc2[C@H](c2ccccc2F)C3)c1,9.53,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938ec00>
NC(=O)c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,9.53,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938ec70>
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,9.54,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938ece0>
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,9.54,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938ed50>
CO[C@]12C=C[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,9.54,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938edc0>
CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,9.54,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938ee30>
O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1,9.54,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938eea0>
COC1(c2ccccc2)C2CCCC1CN(C)C2,9.54,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938ef80>
N[C@@H](CCC(=O)O)C(=O)O,9.54,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938eff0>
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1.O=C(O)CCC(=O)O,9.54,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938f060>
C[C@@H](Cc1ccccc1)N(C)C,9.54,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938f0d0>
COc1cccc([C@@H](C)NCCCc2ccccc2Cl)c1,9.54,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938f140>
O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNCc1ccc([123I])cc1)C(=O)O)C(=O)O,9.54,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938f290>
C[C@@H]1CCC[C@H](C)N1CCCC(O)(c1ccccc1)c1ccccn1,9.55,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938f3e0>
CC(C)(C)NCC(O)c1ccccc1Cl,9.55,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938f450>
CN(C)CCc1c[nH]c2ccccc12,9.55,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938f4c0>
CC(O)CNCC(C)O,9.55,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938f530>
CC[C@@H](CO)NCCN[C@@H](CC)CO,9.55,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938f5a0>
CCN(CC)CCOC1(c2ccccc2)CCN(CCNc2ccccc2)CC1,9.55,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938f680>
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,9.55,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938f6f0>
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12.O=C(O)CC(O)C(=O)O,9.55,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938f760>
CC(OCCN1CCCCCCC1)(c1ccccc1)c1ccc(Cl)cc1,9.55,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938f7d0>
CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1,9.55,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938f840>
CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,9.56,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938fa00>
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,9.56,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938fa70>
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,9.56,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938fae0>
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.O=C(O)c1ccccc1,9.56,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938fb50>
CN[C@@H]1CC[C@@H](c2ccccc2)c2ccccc21,9.56,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938fbc0>
Fc1ccc(-n2cc(CCCCN3CCC4(CC3)OCc3ccccc34)c3ccccc32)cc1,9.56,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938fca0>
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,9.57,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938fd80>
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,9.57,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938fdf0>
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,9.57,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938fe60>
CC(=O)c1cc2cccc(OCC(O)CNC(C)C)c2o1,9.57,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938fed0>
CC(C)NCC(O)c1ccc(N)c(C#N)c1,9.57,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd938ff40>
CC(C)NCC(O)c1ccc2ccccc2c1,9.57,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390040>
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C,9.57,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93900b0>
CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,9.57,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390120>
CC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,9.57,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390190>
CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,9.57,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390200>
CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1C2C,9.57,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390270>
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,9.57,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93902e0>
Cc1cc(=O)c2c(O)c3ccoc3c(OCC(O)CNC(C)C)c2o1,9.57,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390350>
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C[C@H](C)C[C@H](C)C2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,9.57,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93903c0>
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,9.57,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390430>
CC[C@H]1CC(=O)[C@@H]2Oc3c(OC)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@H]13,9.57,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93904a0>
NC/C(=C/F)CCc1ccc(F)cc1,9.57,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390510>
CC[C@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,9.57,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93905f0>
C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,9.57,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93906d0>
Cc1ccc(-c2cc([C@@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)on2)cc1,9.57,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390740>
CC(C)(Cc1cccc(CC(=O)NCc2cccc(-c3ccc(O)cc3)c2)c1)NC[C@H](O)c1ccc(O)c(NS(C)(=O)=O)c1,9.58,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93907b0>
NCCc1c[nH]cn1,9.58,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390820>
COc1ccc2[nH]cc(CCN(C)C)c2c1,9.58,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390890>
COc1ccc(C[C@H](NC(=O)CC(C)(C)N)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)cc1,9.58,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390970>
CCCCCCN(C)Cc1ccc(OCCOc2ccc(CN(C)CCCCCC)cc2)cc1,9.58,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93909e0>
CC(CC(C(N)=O)(c1ccccc1)c1ccccn1)N(C)C,9.58,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390a50>
C[C@H]1[C@@H]2Cc3ccc(O)cc3[C@]1(C)CCN2C,9.58,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390ac0>
CC1(C)CC[C@H](Nc2ncc(C(F)(F)F)c(-c3c[nH]c4c(P(C)(C)=O)c(C#N)ccc34)n2)CN1,9.58,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390c10>
NC[C@H]1O[C@H](O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,9.59,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390c80>
COc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(C)=O)cc1,9.59,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390cf0>
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@@H]1c1cccc([N+](=O)[O-])c1,9.59,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390d60>
CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,9.59,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390dd0>
CC[C@H](C)[C@H](N)C(=O)O,9.59,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390e40>
CN(C)CCC(c1ccccc1)C1CCCCC1,9.59,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390eb0>
Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,9.59,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9390f20>
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,9.59,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391070>
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,9.59,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93910e0>
CC(Cc1ccc(O)cc1)NCC(O)c1cc(N)cc(CO)c1,9.59,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391150>
C/N=C(/S)[C@]1(c2cccnc2)CCCC[S@@+]1[O-],9.59,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93911c0>
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,9.59,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391230>
Fc1ccc2c(CCNCc3cccc(OCC(F)(F)C(F)F)c3)c[nH]c2c1,9.59,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93912a0>
OC1(CN2CCC(COc3noc4cccc(O[C@@H]5CCOC5)c34)CC2)CCOCC1,9.59,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391380>
NCC(O)CC(=O)O,9.6,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391460>
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,9.6,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93914d0>
CCOc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3n2CCN(CC)CC)cc1,9.6,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93915b0>
CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21,9.6,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391620>
Cc1ncc(CO)c(CN)c1O,9.61,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391700>
N[C@@H](CC(=O)O)C(=O)O,9.61,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391770>
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,9.61,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93917e0>
CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,9.61,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391850>
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,9.61,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd93918c0>
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)C[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,9.61,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391930>
CN(C)C[C@@H]1CCCC[C@H]1c1cccc(O)c1,9.61,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391a10>
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O[C@@H]2O[C@H](CO)C(O)[C@H]2O)[C@H]1O,9.61,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9391a80>
